0,148503
1,305
2,133
3,91
4,123
5,32
6,7
7,2
8,6
9,10
10,12
11,19
13,11
14,3
16,1
17,5
18,10
19,8
20,6
21,9
22,6
23,1
24,3
25,4
26,7
27,2
28,5
29,1
30,17
31,12
32,5
33,13
34,6
35,9
36,15
37,13
38,4
39,9
40,8
41,12
42,13
43,5
44,10
45,4
46,2
47,8
48,1
49,8
50,2
51,6
52,8
53,1
54,25
55,20
56,16
57,26
58,22
59,86
60,21
61,42
62,52
63,27
64,50
65,26
66,21
67,18
68,34
69,10
70,7
71,2
72,2
73,4
74,1
75,6
76,1
77,1
78,5
79,4
80,4
82,4
83,1
84,14
85,33
86,11
87,2
88,2
89,7
90,2
91,3
92,4
94,2
96,1
97,2
98,9
99,1
100,4
101,2
102,1
103,1
104,1
105,7
106,1
109,1
110,3
112,5
113,1
114,2
115,3
118,1
119,8
120,2
121,2
122,4
123,3
124,1
125,2
126,4
128,2
129,2
130,1
131,6
133,1
134,4
135,3
136,5
137,2
138,4
139,2
141,1
143,1
144,3
146,5
147,4
148,1
149,3
150,1
151,2
152,1
153,9
154,2
155,2
157,4
158,5
160,2
161,4
163,1
164,1
165,2
166,2
167,2
168,4
169,3
170,2
172,3
173,1
174,1
175,3
176,1
178,1
180,4
181,4
182,2
183,2
184,3
185,1
186,1
191,7
193,1
194,6
195,5
197,2
198,3
199,2
200,1
201,3
203,1
204,3
205,1
206,2
208,1
209,1
210,2
212,1
214,1
215,4
216,2
217,3
218,14
219,2
220,7
221,20
222,26
223,24
224,40
225,15
226,49
227,39
228,19
229,25
230,25
231,23
232,27
233,32
234,28
235,19
236,11
237,6
238,8
239,5
240,8
241,10
242,8
243,18
244,7
245,9
246,13
247,9
248,16
249,6
250,13
251,14
252,15
253,6
254,15
255,10
256,12
257,15
258,7
259,9
260,59
261,6
262,2
263,5
264,6
265,10
266,8
267,12
268,5
269,7
270,13
271,4
272,8
273,6
274,8
275,9
276,7
277,8
278,9
279,11
280,5
281,11
282,3
283,9
284,11
285,19
286,7
287,11
288,18
289,33
290,27
291,68
292,25
293,92
294,43
295,71
296,45
297,59
298,28
299,15
300,6
301,1
302,3
303,1
304,4
305,29
306,7
307,7
308,5
309,6
310,5
311,3
312,2
313,8
314,4
316,4
317,7
318,1
319,2
320,3
321,4
322,8
323,3
325,6
326,4
327,4
328,13
329,8
330,11
331,11
332,4
333,18
334,33
335,2
336,25
337,23
338,2
339,4
340,21
341,2
342,2
343,18
344,6
345,26
346,3
347,22
348,21
349,16
350,11
351,10
352,13
353,21
354,41
355,20
356,28
357,33
358,28
359,18
360,8
361,3
362,7
363,26
364,23
365,45
366,4
367,25
368,8
369,11
370,5
371,3
372,12
373,12
374,29
375,2
376,2
377,1
378,1
379,3
380,1
381,1
383,2
384,3
385,1
387,4
388,2
389,1
390,1
391,2
392,1
393,1
394,1
395,8
396,1
397,1
398,1
400,1
401,2
402,1
403,1
404,3
405,1
406,1
407,2
408,2
409,2
411,4
412,1
413,1
416,4
418,1
419,1
421,4
422,2
423,2
424,1
425,3
426,2
427,1
428,1
429,3
430,1
431,1
434,1
435,3
436,1
437,1
438,35
439,89
440,3
441,2
442,2
444,2
445,3
446,2
447,1
448,1
449,1
450,1
451,4
452,1
453,1
454,1
455,1
456,2
458,3
459,3
460,1
461,2
462,1
463,1
464,35
465,30
466,10
467,28
468,2
469,18
470,34
471,34
472,12
473,1
474,2
475,4
476,1
477,3
478,2
479,2
481,2
482,1
483,1
485,1
486,2
487,1
488,1
489,5
490,1
492,2
494,2
495,1
496,2
497,1
498,2
501,1
502,13
503,20
504,58
505,17
506,14
508,3
509,2
511,2
513,1
514,1
515,3
516,2
517,1
520,2
521,2
522,3
523,2
524,4
525,2
526,1
528,2
529,3
530,1
531,2
532,2
533,2
534,1
535,1
536,1
537,2
540,28
541,25
542,2
543,1
544,1
545,6
546,1
548,5
549,2
550,2
551,4
552,6
553,14
554,3
555,3
556,5
557,4
558,15
559,60
560,50
561,23
562,12
563,48
564,23
565,18
566,36
567,22
568,26
569,32
570,6
571,18
572,5
573,5
574,13
575,4
576,12
577,6
578,5
579,16
580,11
581,11
582,5
583,1
584,7
585,7
586,8
587,2
588,8
589,7
590,12
591,3
592,3
593,7
594,3
595,5
596,16
597,15
598,10
599,5
600,2
601,6
602,5
603,6
604,4
605,23
606,13
607,25
608,8
609,60
610,84
611,42
612,140
613,17
614,9
615,13
616,16
617,21
618,29
619,60
620,37
621,24
622,8
623,1
624,6
625,10
626,17
627,9
628,33
629,26
630,5
631,6
632,7
633,14
634,11
635,11
636,17
637,10
638,12
639,3
640,5
641,13
642,13
643,18
644,22
645,27
646,18
647,13
648,6
649,3
650,5
651,8
652,7
653,14
654,19
655,15
656,19
657,9
658,18
659,12
660,10
661,15
662,16
663,19
664,21
665,182
666,31
667,32
668,35
669,60
670,34
671,40
672,34
673,108
674,139
675,45
676,45
677,72
678,92
679,83
680,47
681,61
682,82
683,82
684,143
685,181
686,77
687,76
688,469
689,101
690,79
691,73
692,68
693,76
694,96
695,70
696,64
697,67
698,213
699,73
700,131
701,53
702,47
703,113
704,57
705,51
706,74
707,51
708,55
709,106
710,66
711,48
712,72
713,55
714,110
715,103
716,42
717,62
718,152
719,48
720,56
721,45
722,25
723,32
724,41
725,125
726,27
727,178
728,61
729,68
730,73
731,82
732,88
733,71
734,139
735,106
736,68
737,75
738,43
739,34
740,42
741,46
742,73
743,18
744,29
745,19
746,22
747,30
748,12
749,78
750,28
751,14
752,39
753,54
754,37
755,142
756,25
757,43
758,132
759,128
760,112
761,108
762,53
763,60
764,67
765,82
766,55
767,330
768,92
769,61
770,145
771,107
772,136
773,132
774,89
775,44
776,73
777,58
778,50
779,75
780,74
781,56
782,57
783,65
784,69
785,61
786,54
787,159
788,71
789,74
790,45
791,35
792,170
793,124
794,118
795,51
796,51
797,286
798,143
799,93
800,131
801,94
802,117
803,189
804,205
805,262
806,438
807,239
808,307
809,284
810,197
811,225
812,186
813,203
814,278
815,179
816,334
817,644
818,776
819,558
820,352
821,371
822,401
823,394
824,357
825,709
826,448
827,332
828,192
829,227
830,255
831,315
832,321
833,307
834,226
835,493
836,225
837,170
838,314
839,138
840,167
841,232
842,250
843,222
844,137
845,198
846,178
847,115
848,122
849,118
850,337
851,110
852,130
853,128
854,221
855,155
856,95
857,97
858,125
859,131
860,136
861,193
862,192
863,188
864,278
865,191
866,131
867,292
868,381
869,366
870,443
871,352
872,397
873,286
874,208
875,257
876,197
877,865
878,1635
879,391
880,485
881,266
882,371
883,249
884,146
885,352
886,210
887,191
888,176
889,173
890,305
891,307
892,267
893,289
894,271
895,258
896,418
897,266
898,857
899,757
900,332
901,415
902,248
903,288
904,216
905,260
906,184
907,292
908,166
909,239
910,236
911,439
912,543
913,494
914,239
915,342
916,264
917,239
918,254
919,196
920,232
921,247
922,261
923,458
924,202
925,402
926,501
927,561
928,359
929,302
930,311
931,268
932,327
933,286
934,291
935,350
936,354
937,427
938,502
939,314
940,401
941,428
942,452
943,264
944,463
945,374
946,534
947,427
948,302
949,566
950,477
951,352
952,417
953,212
954,256
955,241
956,186
957,389
958,267
959,231
960,360
961,444
962,221
963,291
964,216
965,309
966,233
967,468
968,902
969,514
970,401
971,510
972,390
973,271
974,322
975,444
976,462
977,387
978,401
979,494
980,522
981,449
982,1194
983,518
984,374
985,523
986,502
987,524
988,470
989,487
990,648
991,845
992,901
993,591
994,774
995,730
996,567
997,794
998,834
999,960
1000,626
1001,647
1002,839
1003,769
1004,818
1005,784
1006,922
1007,748
1008,1026
1009,641
1010,808
1011,759
1012,650
1013,1087
1014,1105
1015,960
1016,968
1017,1042
1018,1062
1019,1071
1020,1073
1021,975
1022,881
1023,879
1024,847
1025,1040
1026,1006
1027,1705
1028,1525
1029,834
1030,820
1031,956
1032,987
1033,1072
1034,1337
1035,1198
1036,1286
1037,1273
1038,1069
1039,1042
1040,2385
1041,2001
1042,1998
1043,1835
1044,1099
1045,1038
1046,993
1047,974
1048,1072
1049,1010
1050,974
1051,2382
1052,1156
1053,2298
1054,1430
1055,1336
1056,1765
1057,1370
1058,1394
1059,2147
1060,2116
1061,1740
1062,2354
1063,2381
1064,2773
1065,1700
1066,2119
1067,2076
1068,1710
1069,1980
1070,2672
1071,2387
1072,3058
1073,3101
1074,3026
1075,2305
1076,2569
1077,2441
1078,2619
1079,2713
1080,2481
1081,2416
1082,2347
1083,3123
1084,2362
1085,2185
1086,2398
1087,2447
1088,2836
1089,3249
1090,2981
1091,4491
1092,4160
1093,3456
1094,3610
1095,3451
1096,3207
1097,3237
1098,3521
1099,3410
1100,5588
1101,3630
1102,3888
1103,3142
1104,3893
1105,4188
1106,4131
1107,4571
1108,4450
1109,5395
1110,4285
1111,5382
1112,5246
1113,5861
1114,5964
1115,5804
1116,7135
1117,5754
1118,5543
1119,6825
1120,6700
1121,6754
1122,6699
1123,7044
1124,6579
1125,6858
1126,7025
1127,7197
1128,8215
1129,7270
1130,7405
1131,6311
1132,6223
1133,7235
1134,8867
1135,7389
1136,8368
1137,8698
1138,8770
1139,9558
1140,9933
1141,11505
1142,11002
1143,10696
1144,11516
1145,11217
1146,12311
1147,12272
1148,12067
1149,12800
1150,12611
1151,14339
1152,17494
